record_id,job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,source_dataset
CL009547,AI09547,Data Scientist,61460,EUR,EN,FL,Germany,M,Switzerland,50,"Python, PyTorch, Computer Vision",PhD,1,Consulting,2024-04-21,2024-06-04,1673,7.1,Quantum Computing Inc,dataset_1
CL009548,AI09548,Research Scientist,121833,USD,SE,PT,Japan,L,Norway,100,"Scala, Deep Learning, Hadoop, Spark, SQL",PhD,7,Media,2024-01-08,2024-02-02,1851,9.8,TechCorp Inc,dataset_1
CL009549,AI09549,AI Consultant,113790,USD,MI,FT,United States,L,United States,0,"Kubernetes, Data Visualization, Deep Learning, PyTorch",Associate,2,Real Estate,2024-03-12,2024-04-26,653,7.8,Autonomous Tech,dataset_1
CL009550,AI09550,Computer Vision Engineer,32519,USD,EN,FT,India,S,India,100,"Scala, Python, Computer Vision, Linux",Master,0,Energy,2025-03-27,2025-04-23,935,6.5,Algorithmic Solutions,dataset_1
CL009551,AI09551,Data Engineer,50055,USD,EN,CT,Finland,M,Finland,0,"Python, Azure, Spark, TensorFlow",PhD,1,Energy,2024-06-29,2024-08-31,2498,6.2,AI Innovations,dataset_1
CL009552,AI09552,Computer Vision Engineer,191814,USD,EX,PT,Canada,L,Canada,50,"Python, Kubernetes, Mathematics",PhD,13,Healthcare,2025-03-25,2025-05-19,1660,9.3,Future Systems,dataset_1
CL009553,AI09553,AI Specialist,176037,GBP,SE,FL,United Kingdom,L,United Kingdom,100,"Java, R, Azure, SQL, MLOps",Associate,8,Government,2024-09-25,2024-11-01,2355,6.9,TechCorp Inc,dataset_1
CL009554,AI09554,Principal Data Scientist,40439,USD,EN,FT,Finland,S,Finland,50,"Docker, Java, R, Deep Learning",Master,0,Healthcare,2024-04-15,2024-06-20,1437,8.3,Predictive Systems,dataset_1
CL009555,AI09555,ML Ops Engineer,103394,USD,SE,PT,Singapore,S,Singapore,50,"Spark, Linux, Deep Learning, Azure",Master,7,Automotive,2024-11-27,2025-01-15,593,9.8,AI Innovations,dataset_1
CL009556,AI09556,Data Analyst,112018,USD,EN,PT,Switzerland,M,Germany,100,"Python, SQL, R, MLOps, TensorFlow",Master,1,Consulting,2024-03-11,2024-04-15,2289,6.3,TechCorp Inc,dataset_1
CL009557,AI09557,Principal Data Scientist,72880,USD,EN,FL,Switzerland,M,Austria,0,"R, TensorFlow, Python, Computer Vision",Associate,1,Consulting,2024-11-08,2024-12-11,866,8.5,DataVision Ltd,dataset_1
CL009558,AI09558,Research Scientist,35037,USD,EN,PT,South Korea,S,South Korea,0,"Scala, MLOps, Git, Kubernetes",Master,0,Transportation,2024-04-17,2024-06-21,1257,7.2,Advanced Robotics,dataset_1
CL009559,AI09559,Deep Learning Engineer,166170,GBP,EX,FT,United Kingdom,M,United Kingdom,100,"Scala, SQL, Azure, Spark, R",Associate,11,Media,2024-10-09,2024-12-06,1128,7.8,Quantum Computing Inc,dataset_1
CL009560,AI09560,Machine Learning Researcher,165271,USD,EX,FL,Australia,M,Australia,100,"PyTorch, Git, Azure, Spark, Computer Vision",Master,13,Transportation,2025-01-04,2025-02-02,1358,7.5,Machine Intelligence Group,dataset_1
CL009561,AI09561,NLP Engineer,37559,USD,EN,CT,China,M,Switzerland,50,"Computer Vision, GCP, Python, TensorFlow",Bachelor,0,Media,2024-01-16,2024-03-11,989,8.7,Future Systems,dataset_1
CL009562,AI09562,AI Research Scientist,175456,USD,EX,FL,United States,S,Netherlands,100,"AWS, Hadoop, PyTorch",Associate,19,Automotive,2024-10-07,2024-11-04,2435,7.8,Advanced Robotics,dataset_1
CL009563,AI09563,NLP Engineer,241695,USD,EX,FL,Sweden,M,Sweden,50,"SQL, Kubernetes, Data Visualization, Spark",PhD,14,Energy,2024-10-13,2024-12-07,1697,7.8,Cognitive Computing,dataset_1
CL009564,AI09564,Research Scientist,39119,USD,EN,PT,China,S,United Kingdom,100,"Azure, AWS, R, Mathematics, Linux",Associate,0,Telecommunications,2024-07-20,2024-08-11,2076,5.8,Digital Transformation LLC,dataset_1
CL009565,AI09565,AI Software Engineer,105810,USD,EX,PT,Ireland,S,Ireland,50,"MLOps, Python, AWS, Docker",Associate,10,Media,2025-01-17,2025-02-18,1002,6.2,DeepTech Ventures,dataset_1
CL009566,AI09566,Data Engineer,105256,USD,SE,PT,South Korea,M,South Korea,100,"Tableau, Deep Learning, Python, Docker, SQL",Associate,6,Automotive,2024-08-12,2024-08-29,2113,7.6,Future Systems,dataset_1
CL009567,AI09567,Deep Learning Engineer,190396,USD,EX,CT,Canada,S,Canada,50,"MLOps, Scala, Git, Mathematics",Master,13,Transportation,2025-02-12,2025-04-08,1083,5.5,Machine Intelligence Group,dataset_1
CL009568,AI09568,AI Product Manager,149167,USD,EX,CT,China,L,Austria,0,"R, TensorFlow, Statistics",PhD,18,Finance,2024-12-08,2025-01-03,1853,6.8,Future Systems,dataset_1
CL009569,AI09569,Data Analyst,105958,USD,EN,FL,Denmark,L,Denmark,0,"Python, Tableau, Azure",Associate,0,Automotive,2025-02-26,2025-03-22,1129,6.4,Future Systems,dataset_1
CL009570,AI09570,Principal Data Scientist,89303,USD,SE,FL,Austria,M,Austria,100,"R, SQL, Deep Learning, Kubernetes, Tableau",Bachelor,8,Media,2025-02-15,2025-04-08,1788,9.2,Predictive Systems,dataset_1
CL009571,AI09571,Autonomous Systems Engineer,182659,EUR,EX,FT,Germany,L,Germany,100,"SQL, Git, Kubernetes, Azure, GCP",Bachelor,17,Telecommunications,2025-03-13,2025-05-18,927,7.5,TechCorp Inc,dataset_1
CL009572,AI09572,AI Specialist,55632,EUR,EN,CT,Netherlands,S,Singapore,50,"Data Visualization, Git, Hadoop, Mathematics, Deep Learning",Master,0,Transportation,2024-11-29,2025-02-06,2169,7.2,Neural Networks Co,dataset_1
CL009573,AI09573,Head of AI,193726,USD,EX,CT,Singapore,S,Singapore,50,"R, Git, Docker",Bachelor,18,Education,2024-07-06,2024-07-22,1146,6.8,Digital Transformation LLC,dataset_1
CL009574,AI09574,Computer Vision Engineer,56763,USD,MI,FL,China,M,China,0,"Scala, Spark, Deep Learning, Data Visualization",Bachelor,3,Consulting,2024-03-16,2024-05-08,1767,7.9,Algorithmic Solutions,dataset_1
CL009575,AI09575,Head of AI,57129,USD,MI,PT,Austria,M,Ireland,50,"Hadoop, Python, Linux, Spark",Master,3,Retail,2024-12-16,2025-01-21,2040,5.8,TechCorp Inc,dataset_1
CL009576,AI09576,AI Software Engineer,90597,EUR,MI,FL,Netherlands,S,Netherlands,50,"SQL, PyTorch, GCP",Bachelor,3,Finance,2024-07-25,2024-08-16,941,6.4,Neural Networks Co,dataset_1
CL009577,AI09577,AI Architect,60819,USD,MI,FL,Japan,S,United Kingdom,0,"Deep Learning, Azure, Scala, Hadoop, GCP",Bachelor,4,Automotive,2025-02-03,2025-04-05,1743,7.2,Future Systems,dataset_1
CL009578,AI09578,NLP Engineer,252153,USD,EX,CT,Australia,L,Australia,50,"Java, Git, Tableau, Data Visualization, TensorFlow",Associate,19,Government,2024-10-17,2024-11-05,1855,9.0,Advanced Robotics,dataset_1
CL009579,AI09579,Data Scientist,84802,GBP,EN,FT,United Kingdom,M,United Kingdom,50,"Kubernetes, Statistics, MLOps, TensorFlow, GCP",Associate,1,Technology,2024-06-16,2024-07-04,813,10.0,Algorithmic Solutions,dataset_1
CL009580,AI09580,Principal Data Scientist,164426,USD,SE,FL,Sweden,L,Netherlands,100,"R, Data Visualization, SQL, Java, Spark",PhD,9,Real Estate,2024-01-27,2024-04-05,1648,5.2,Neural Networks Co,dataset_1
CL009581,AI09581,NLP Engineer,193142,USD,EX,FL,Singapore,L,Singapore,50,"Python, Data Visualization, Kubernetes, Tableau",Bachelor,17,Technology,2024-08-11,2024-10-12,1177,6.2,Neural Networks Co,dataset_1
CL009582,AI09582,Autonomous Systems Engineer,158316,USD,EX,PT,Japan,L,Japan,50,"Deep Learning, Linux, Mathematics",Associate,12,Retail,2024-09-25,2024-10-26,699,5.1,Cloud AI Solutions,dataset_1
CL009583,AI09583,Principal Data Scientist,54540,EUR,EN,FT,France,S,France,50,"R, Linux, Computer Vision, SQL, PyTorch",PhD,0,Technology,2024-04-09,2024-05-21,2140,9.1,Quantum Computing Inc,dataset_1
CL009584,AI09584,Data Engineer,64652,USD,EN,PT,United States,M,United States,0,"Linux, Kubernetes, Mathematics",PhD,0,Education,2024-01-25,2024-02-21,760,5.1,Machine Intelligence Group,dataset_1
CL009585,AI09585,Autonomous Systems Engineer,110323,EUR,MI,FL,Netherlands,M,Netherlands,0,"Java, R, MLOps, Statistics",Master,4,Government,2024-01-10,2024-03-04,1505,6.2,AI Innovations,dataset_1
CL009586,AI09586,AI Specialist,72358,USD,MI,FL,India,M,France,50,"Mathematics, Git, MLOps, Python",Master,2,Finance,2024-04-29,2024-07-10,2401,8.5,Advanced Robotics,dataset_1
CL009587,AI09587,AI Software Engineer,224555,USD,SE,FT,Switzerland,L,Denmark,0,"Hadoop, Java, AWS, Data Visualization",PhD,6,Technology,2024-12-04,2025-01-08,1314,9.1,Cloud AI Solutions,dataset_1
CL009588,AI09588,Data Scientist,123217,USD,EX,FT,Australia,S,Australia,0,"Scala, PyTorch, Kubernetes, Data Visualization, Hadoop",Master,18,Consulting,2025-01-20,2025-03-16,1870,8.4,Future Systems,dataset_1
CL009589,AI09589,AI Product Manager,198887,USD,EX,CT,Singapore,S,Singapore,0,"AWS, MLOps, Kubernetes",PhD,10,Consulting,2024-01-06,2024-01-29,1293,9.9,Advanced Robotics,dataset_1
CL009590,AI09590,Research Scientist,96927,USD,SE,FT,Australia,S,Australia,100,"Statistics, SQL, Azure, AWS",Bachelor,6,Government,2024-10-24,2024-11-29,1591,9.8,Smart Analytics,dataset_1
CL009591,AI09591,AI Software Engineer,65576,USD,MI,PT,South Korea,S,Switzerland,0,"Git, TensorFlow, GCP",PhD,2,Healthcare,2024-12-04,2025-02-02,1121,6.7,TechCorp Inc,dataset_1
CL009592,AI09592,AI Specialist,275426,USD,EX,PT,Switzerland,M,Switzerland,0,"GCP, TensorFlow, Spark, Linux",Bachelor,16,Government,2024-04-04,2024-05-15,932,5.3,AI Innovations,dataset_1
CL009593,AI09593,AI Specialist,88615,EUR,MI,FL,France,M,Germany,100,"Python, MLOps, Mathematics",Bachelor,3,Telecommunications,2025-04-16,2025-05-04,1590,9.0,Cloud AI Solutions,dataset_1
CL009594,AI09594,AI Research Scientist,155972,EUR,EX,PT,France,M,France,0,"Java, Deep Learning, Linux",Associate,18,Transportation,2024-07-21,2024-08-14,1812,7.9,DeepTech Ventures,dataset_1
CL009595,AI09595,Robotics Engineer,102611,USD,EN,FT,Norway,L,Norway,100,"Tableau, Java, Git, Mathematics, R",Bachelor,0,Technology,2024-10-03,2024-11-08,620,6.8,Digital Transformation LLC,dataset_1
CL009596,AI09596,Machine Learning Engineer,283959,USD,EX,CT,Norway,S,Austria,100,"TensorFlow, Tableau, Kubernetes",PhD,10,Consulting,2025-01-16,2025-02-05,1133,7.6,Digital Transformation LLC,dataset_1
CL009597,AI09597,Computer Vision Engineer,76234,USD,SE,CT,Austria,S,Austria,50,"Python, Kubernetes, Scala, Mathematics",Master,9,Gaming,2025-01-22,2025-02-22,1458,9.4,TechCorp Inc,dataset_1
CL009598,AI09598,Data Engineer,54154,USD,EN,PT,China,M,China,50,"Spark, Scala, Python, Kubernetes",Bachelor,1,Finance,2025-01-31,2025-03-05,640,6.5,Smart Analytics,dataset_1
CL009599,AI09599,Data Engineer,40216,USD,EN,PT,Israel,S,Israel,0,"Python, R, Statistics, Deep Learning",PhD,1,Retail,2024-10-09,2024-12-12,1679,6.6,Predictive Systems,dataset_1
CL009600,AI09600,Research Scientist,53904,USD,MI,FT,Japan,S,Japan,0,"Python, Git, Hadoop",Master,3,Retail,2024-09-23,2024-10-30,1331,5.4,Machine Intelligence Group,dataset_1
CL009601,AI09601,AI Consultant,162449,GBP,EX,FL,United Kingdom,S,United Kingdom,50,"Azure, MLOps, Python",PhD,15,Manufacturing,2024-10-23,2024-11-19,2457,5.3,DeepTech Ventures,dataset_1
CL009602,AI09602,AI Research Scientist,93412,EUR,MI,PT,France,L,Singapore,0,"Hadoop, Docker, Deep Learning, AWS",Bachelor,2,Finance,2025-04-17,2025-06-04,647,9.2,TechCorp Inc,dataset_1
CL009603,AI09603,AI Product Manager,77396,USD,EN,FT,Denmark,S,Denmark,0,"Docker, Git, MLOps, NLP",Associate,1,Automotive,2024-07-29,2024-08-23,2129,9.0,Cognitive Computing,dataset_1
CL009604,AI09604,Data Scientist,119792,USD,EX,CT,Austria,S,India,50,"Git, Java, Tableau, NLP, Docker",Master,16,Transportation,2024-05-18,2024-06-28,2078,8.2,Cognitive Computing,dataset_1
CL009605,AI09605,Data Analyst,133129,EUR,EX,FT,Germany,S,Germany,0,"Hadoop, AWS, Computer Vision",Associate,19,Transportation,2025-03-06,2025-05-09,533,8.9,Machine Intelligence Group,dataset_1
CL009606,AI09606,Autonomous Systems Engineer,53172,USD,EN,CT,Ireland,L,Ireland,100,"Mathematics, Python, NLP, Tableau",PhD,0,Government,2025-03-14,2025-05-26,1387,9.7,Digital Transformation LLC,dataset_1
CL009607,AI09607,AI Software Engineer,198703,EUR,EX,CT,France,M,France,50,"Spark, Data Visualization, MLOps, SQL",PhD,19,Energy,2024-04-08,2024-05-01,1350,8.5,Algorithmic Solutions,dataset_1
CL009608,AI09608,Data Scientist,201300,USD,EX,FT,China,L,China,100,"SQL, Linux, AWS, Statistics",Bachelor,10,Technology,2024-06-05,2024-07-13,1429,5.3,Smart Analytics,dataset_1
CL009609,AI09609,AI Software Engineer,116357,USD,EX,FT,South Korea,S,South Korea,50,"Hadoop, Computer Vision, Kubernetes, Java, GCP",Master,19,Finance,2024-02-22,2024-04-22,702,9.1,Future Systems,dataset_1
CL009610,AI09610,Machine Learning Researcher,97484,USD,SE,CT,China,M,China,0,"AWS, Kubernetes, Tableau, Data Visualization",Associate,8,Media,2024-10-02,2024-10-30,842,9.9,Predictive Systems,dataset_1
CL009611,AI09611,AI Specialist,81269,USD,MI,FT,Canada,M,Ireland,100,"Spark, Kubernetes, Java",Bachelor,2,Energy,2025-01-25,2025-02-09,976,7.1,Neural Networks Co,dataset_1
CL009612,AI09612,AI Research Scientist,157827,GBP,SE,FL,United Kingdom,L,Canada,50,"MLOps, Git, GCP, Data Visualization",Master,6,Energy,2024-01-15,2024-02-06,2459,6.7,AI Innovations,dataset_1
CL009613,AI09613,Machine Learning Engineer,135857,USD,SE,PT,Canada,L,Canada,50,"Python, Spark, Computer Vision, MLOps, Kubernetes",Associate,6,Consulting,2025-02-22,2025-05-02,2245,7.5,Smart Analytics,dataset_1
CL009614,AI09614,AI Research Scientist,51570,USD,EN,CT,Israel,M,Israel,0,"TensorFlow, Kubernetes, Data Visualization, PyTorch, Docker",Master,0,Consulting,2024-10-28,2024-12-06,2280,5.5,Future Systems,dataset_1
CL009615,AI09615,Research Scientist,85535,USD,SE,FT,Japan,M,Japan,0,"Java, Kubernetes, Computer Vision, Docker",Associate,9,Real Estate,2024-03-19,2024-05-16,2068,8.5,Machine Intelligence Group,dataset_1
CL009616,AI09616,NLP Engineer,151915,USD,SE,FL,Australia,M,Australia,100,"NLP, GCP, Hadoop",Master,9,Gaming,2024-12-04,2024-12-20,532,9.4,TechCorp Inc,dataset_1
CL009617,AI09617,Machine Learning Researcher,55820,USD,MI,FT,Austria,S,Austria,50,"Computer Vision, Tableau, SQL, R",Bachelor,2,Telecommunications,2024-03-10,2024-05-16,1541,7.4,TechCorp Inc,dataset_1
CL009618,AI09618,Data Scientist,76620,USD,MI,CT,China,L,China,100,"SQL, Mathematics, NLP",Bachelor,3,Education,2024-10-21,2025-01-02,1845,7.5,AI Innovations,dataset_1
CL009619,AI09619,AI Software Engineer,81290,USD,EN,PT,Denmark,S,Denmark,0,"Linux, Spark, Docker, SQL, PyTorch",PhD,0,Education,2024-05-23,2024-06-20,1437,9.7,Quantum Computing Inc,dataset_1
CL009620,AI09620,Machine Learning Researcher,112516,USD,MI,PT,Denmark,M,Denmark,0,"Spark, MLOps, Linux, Mathematics",Associate,4,Gaming,2024-12-24,2025-02-18,985,9.1,Autonomous Tech,dataset_1
CL009621,AI09621,AI Specialist,118509,USD,EX,CT,Canada,S,Canada,50,"Hadoop, Tableau, AWS, Kubernetes, GCP",PhD,16,Healthcare,2024-11-11,2025-01-07,2092,8.1,Cloud AI Solutions,dataset_1
CL009622,AI09622,Data Analyst,89856,USD,SE,PT,Israel,S,Israel,100,"Hadoop, Scala, Kubernetes, AWS, R",PhD,9,Gaming,2024-03-04,2024-04-03,1231,9.0,Cloud AI Solutions,dataset_1
CL009623,AI09623,AI Architect,152826,USD,EX,FT,Singapore,M,Singapore,0,"AWS, SQL, Java, Scala",Bachelor,13,Transportation,2025-03-23,2025-05-25,1949,9.0,Smart Analytics,dataset_1
CL009624,AI09624,Data Engineer,62522,USD,MI,FT,India,M,India,0,"Scala, Data Visualization, Hadoop",PhD,2,Gaming,2024-06-28,2024-07-23,1697,9.1,Advanced Robotics,dataset_1
CL009625,AI09625,Data Analyst,136032,GBP,SE,FT,United Kingdom,S,United Kingdom,100,"Data Visualization, Java, R",Associate,8,Automotive,2024-05-12,2024-07-09,1289,8.9,DeepTech Ventures,dataset_1
CL009626,AI09626,AI Consultant,150491,USD,SE,FT,United States,L,United States,100,"Data Visualization, Java, Tableau, SQL",Master,7,Media,2024-07-12,2024-08-15,1169,6.4,Future Systems,dataset_1
CL009627,AI09627,Head of AI,62525,USD,MI,PT,South Korea,M,South Korea,50,"Scala, Kubernetes, Docker, Deep Learning",Master,4,Media,2024-04-12,2024-06-17,1832,9.5,Algorithmic Solutions,dataset_1
CL009628,AI09628,Data Engineer,90085,USD,SE,CT,Japan,S,Japan,100,"Spark, Git, Python",Master,8,Automotive,2024-07-15,2024-09-24,2376,7.9,DeepTech Ventures,dataset_1
CL009629,AI09629,Head of AI,149416,GBP,EX,FL,United Kingdom,S,Canada,0,"Data Visualization, Linux, TensorFlow, Kubernetes",Associate,13,Gaming,2024-12-03,2024-12-17,666,6.7,Machine Intelligence Group,dataset_1
CL009630,AI09630,Head of AI,84016,USD,MI,PT,China,L,Germany,50,"Computer Vision, Git, Kubernetes",Master,4,Consulting,2024-07-13,2024-08-19,1871,9.8,DeepTech Ventures,dataset_1
CL009631,AI09631,Deep Learning Engineer,130357,EUR,SE,CT,France,L,Japan,50,"SQL, Java, NLP, Spark, Hadoop",Bachelor,8,Consulting,2025-01-13,2025-03-03,974,9.6,Machine Intelligence Group,dataset_1
CL009632,AI09632,Research Scientist,112121,USD,EX,FL,South Korea,M,South Korea,0,"Git, GCP, SQL, Linux",Associate,10,Automotive,2025-03-07,2025-04-14,877,5.2,TechCorp Inc,dataset_1
CL009633,AI09633,Machine Learning Researcher,136561,EUR,SE,FT,Netherlands,M,Switzerland,50,"Linux, R, MLOps, Scala, SQL",PhD,8,Automotive,2025-02-25,2025-05-05,1735,9.4,DataVision Ltd,dataset_1
CL009634,AI09634,Principal Data Scientist,166074,USD,SE,CT,Switzerland,L,Switzerland,0,"Python, Mathematics, Hadoop",PhD,5,Education,2025-03-04,2025-05-08,2193,5.3,Smart Analytics,dataset_1
CL009635,AI09635,Computer Vision Engineer,51012,USD,MI,FL,South Korea,S,Norway,0,"GCP, Computer Vision, MLOps, Python",Associate,3,Transportation,2024-03-31,2024-05-08,2489,8.1,Future Systems,dataset_1
CL009636,AI09636,Robotics Engineer,47888,USD,MI,FL,South Korea,S,South Korea,50,"Scala, PyTorch, Git, Spark",Bachelor,4,Energy,2024-03-25,2024-04-17,2365,8.1,Advanced Robotics,dataset_1
CL009637,AI09637,Machine Learning Engineer,71639,USD,EN,FL,Sweden,M,Sweden,0,"TensorFlow, R, Docker",PhD,1,Transportation,2025-04-26,2025-06-23,879,7.8,Advanced Robotics,dataset_1
CL009638,AI09638,AI Software Engineer,379418,USD,EX,FL,Denmark,L,Denmark,50,"MLOps, Scala, Deep Learning, TensorFlow, Python",Bachelor,13,Healthcare,2024-10-22,2024-12-05,1358,6.3,Algorithmic Solutions,dataset_1
CL009639,AI09639,NLP Engineer,57763,USD,EN,CT,Canada,S,Canada,100,"SQL, Data Visualization, PyTorch, Java",Bachelor,0,Automotive,2024-05-25,2024-07-23,1020,8.4,Predictive Systems,dataset_1
CL009640,AI09640,Robotics Engineer,165746,USD,EX,FL,Ireland,L,Switzerland,50,"Git, Deep Learning, Python",Master,16,Government,2025-03-27,2025-05-27,1166,8.2,Cloud AI Solutions,dataset_1
CL009641,AI09641,ML Ops Engineer,92102,USD,SE,FL,Sweden,S,Sweden,50,"Git, MLOps, SQL, Java, AWS",Master,5,Manufacturing,2024-05-15,2024-06-06,1643,6.5,Autonomous Tech,dataset_1
CL009642,AI09642,Autonomous Systems Engineer,138719,USD,MI,CT,Denmark,L,Denmark,0,"PyTorch, Azure, Kubernetes",Associate,2,Education,2024-11-04,2025-01-05,1560,7.1,Autonomous Tech,dataset_1
CL009643,AI09643,Data Analyst,176476,EUR,SE,PT,Netherlands,L,Netherlands,50,"PyTorch, AWS, Deep Learning, Statistics",PhD,6,Consulting,2024-01-09,2024-03-07,1914,5.2,Neural Networks Co,dataset_1
CL009644,AI09644,Machine Learning Researcher,47555,USD,EN,PT,Japan,S,India,50,"Linux, Data Visualization, GCP, Deep Learning",PhD,1,Retail,2025-01-19,2025-03-08,994,5.1,Quantum Computing Inc,dataset_1
CL009645,AI09645,Machine Learning Researcher,55591,USD,EN,FL,Canada,L,Canada,100,"Java, Spark, NLP",Master,0,Transportation,2024-01-14,2024-03-23,1516,6.1,Future Systems,dataset_1
CL009646,AI09646,AI Consultant,120790,USD,SE,PT,Singapore,M,Denmark,50,"SQL, Kubernetes, Python, Mathematics",Associate,6,Consulting,2024-07-04,2024-09-08,1633,8.9,Cloud AI Solutions,dataset_1
CL009647,AI09647,NLP Engineer,150016,USD,EX,PT,China,S,China,50,"Tableau, Java, GCP, Deep Learning, R",Bachelor,15,Retail,2024-05-30,2024-06-26,1821,6.4,Neural Networks Co,dataset_1
CL009648,AI09648,NLP Engineer,177743,USD,EX,FL,South Korea,M,Denmark,0,"SQL, Linux, Computer Vision, Data Visualization, GCP",Master,16,Energy,2025-01-05,2025-03-18,1132,9.0,TechCorp Inc,dataset_1
CL009649,AI09649,Autonomous Systems Engineer,55976,USD,MI,PT,Israel,M,Netherlands,50,"PyTorch, R, MLOps",PhD,4,Gaming,2024-02-19,2024-03-31,2398,5.6,Predictive Systems,dataset_1
CL009650,AI09650,Autonomous Systems Engineer,91208,USD,EN,PT,Denmark,M,Denmark,50,"Hadoop, Python, Scala",PhD,0,Retail,2024-12-08,2024-12-31,1512,6.0,Autonomous Tech,dataset_1
CL009651,AI09651,AI Specialist,148108,USD,EX,FL,Austria,L,Austria,0,"Spark, SQL, Hadoop, Computer Vision, AWS",Bachelor,14,Automotive,2024-02-08,2024-02-25,530,9.0,Smart Analytics,dataset_1
CL009652,AI09652,Head of AI,103160,USD,MI,FL,Sweden,L,Japan,0,"Scala, Python, R",PhD,2,Gaming,2024-07-18,2024-09-17,1499,9.3,Future Systems,dataset_1
CL009653,AI09653,Principal Data Scientist,153134,USD,SE,FT,Norway,M,Norway,0,"Mathematics, Computer Vision, Linux, Kubernetes",Master,9,Healthcare,2024-08-09,2024-09-13,1221,7.8,Digital Transformation LLC,dataset_1
CL009654,AI09654,AI Product Manager,131893,GBP,SE,PT,United Kingdom,S,United Kingdom,50,"Linux, Spark, Git, PyTorch",PhD,8,Education,2024-09-05,2024-09-29,859,6.0,Advanced Robotics,dataset_1
CL009655,AI09655,Robotics Engineer,140723,USD,SE,FL,Norway,M,Norway,0,"AWS, Docker, Data Visualization, Tableau, Azure",PhD,7,Telecommunications,2024-11-24,2025-01-30,2180,9.4,Cognitive Computing,dataset_1
CL009656,AI09656,Data Engineer,121274,USD,EX,CT,Austria,L,Austria,0,"Kubernetes, NLP, Hadoop, SQL, PyTorch",Associate,17,Energy,2024-01-11,2024-01-31,1215,9.3,Neural Networks Co,dataset_1
CL009657,AI09657,NLP Engineer,126699,USD,SE,CT,Australia,L,Australia,0,"Mathematics, Scala, Hadoop, Kubernetes",Bachelor,7,Education,2024-09-11,2024-10-15,1548,6.0,DeepTech Ventures,dataset_1
